SubjectID,IRI_2,IRI_3,IRI_4,IRI_6,IRI_8,IRI_9,IRI_10,IRI_11,IRI_13,IRI_14,IRI_15,IRI_17,IRI_18,IRI_19,IRI_20,IRI_21,IRI_22,IRI_24,IRI_25,IRI_27,IRI_28,PSS01,PSS02,PSS03,PSS04,PSS05,PSS06,PSS07,PSS08,PSS09,PSS10,QUIC2,QUIC8,QUIC11,QUIC12,QUIC15,QUIC16,QUIC17,Attn_1,QUIC31,QUIC32,QUIC33,QUIC34,QUIC35,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Attn_2,MASQ1,MASQ2,MASQ3,MASQ4,MASQ5,MASQ6,MASQ7,MASQ8,MASQ9,MASQ10,MASQ11,MASQ12,MASQ13,MASQ14,MASQ15,MASQ16,MASQ17,MASQ18,MASQ19,MASQ20,MASQ21,MASQ22,MASQ23,MASQ24,MASQ25,MASQ26,MASQ27,MASQ28,MASQ29,MASQ30,MASQ31,MASQ32,MASQ33,MASQ34,MASQ35,MASQ36,MASQ37,MASQ38,MASQ39,MASQ40,MASQ41,MASQ42,MASQ43,MASQ44,MASQ45,MASQ46,MASQ47,MASQ48,MASQ49,MASQ50,MASQ51,MASQ52,MASQ53,MASQ54,MASQ55,MASQ56,MASQ57,MASQ58,MASQ59,MASQ60,MASQ61,MASQ62,BPAQ01,BPAQ02,BPAQ03,BPAQ04,BPAQ05,Attn_3,BPAQ06,BPAQ07,BPAQ08,BPAQ09,BPAQ10,BPAQ11,BPAQ12,BPAQ13,BPAQ14,BPAQ15,BPAQ16,BPAQ17,BPAQ18,BPAQ19,BPAQ20,BPAQ21,BPAQ22,BPAQ23,BPAQ24,BPAQ25,BPAQ26,BPAQ27,BPAQ28,BPAQ29,Attn_4,BCE_1,BCE_2,BCE_3,BCE_4,BCE_5,BCE_6,BCE_7,BCE_8,BCE_9,BCE_10,Age,Sex,LGBTQ.,children,Race,Race2,Race_7_TEXT,Ethnicity,education,education_10_TEXT,adults_house,children_house,married,relationship,homeless,housing,housing_8_TEXT,income_housing,money_leftover,emergency_fund,employment,employment_9_TEXT,jobs,commute,income,welfare_1,welfare_2,welfare_3,welfare_4,bills,MAES_1,MAES_2,MAES_3,MAES_4,MAES_5,MAES_7,MAES_8,MAES_9,MAES_10,MAES_6,MAES_11,MAES_12,MAES_13,MAES_14,MAES_15,MAES_16,MAES_17,MAES_18,MAES_19,MAES_20,MAES_21,MAES_22,MAES_23,MAES_24,MAES_25,MAES_26,MAES_27,MAES_28,MAES_29,MAES_30,MAES_31,MAES_32,MAES_33,MAES_33.1,MAES_35,MAES_36,MAES_37,MAES_38,MAES_39,MAES_40,MAES_41,MAES_42,MAES_43,MAES_44,MAES_45,MAES_46,MAES_47,MAES_48,MAES_49,MAES_50,MAES_51,MAES_52,SRGS_1,SRGS_2,SRGS_3,SRGS_4,SRGS_5,SRGS_6,SRGS_7,SRGS_8,SRGS_9,SRGS_10,SRGS_11,SRGS_12,SRGS_13,SRGS_14,SRGS_15,SRDS_1,SRDS_2,SRDS_3,SRDS_4,SRDS_5,SRDS_6,SRDS_7,SRDS_8,SRDS_9,SRDS_10,SRDS_11,SRDS_12,SRDS_13,SRDS_14,SRDS_15,SRDS_16,SRDS_17,SRDS_18,SRDS_19,SRDS_20,SRDS_21,SRDS_22,SRDS_23,SRDS_24,SRDS_25,SRDS_26,SRDS_27,SRDS_28,SRDS_29,SRDS_30,SRDS_31,SRDS_32,SRDS_33,SRDS_34,SRDS_35,SRDS_36,SRDS_37,SRDS_38,SRDS_39,SRDS_40,SRDS_41,SRDS_42,SRDS_43,SRDS_44,SRDS_45,SRDS_46,SRDS_47,SRDS_48,SRDS_49,SRP_1,SRP_2,SRP_3,SRP_4,SRP_5,SRP_6,SRP_7,SRP_8,SRP_9,SRP_10,SRP_11,SRP_12,SRP_13,SRP_14,SRP_15,SRP_16,SRP_17,SRP_18,SRP_19,SRP_20,SRP_21,SRP_22,SRP_23,SRP_24,SRP_25,SRP_26,SRP_27,SRP_28,SRP_29,PROLIFIC_PID,IRI_PT,IRI_PD,IRI_EC,IRI_total,PSS_total,QUIC_unpredict_total,Shift_total,Persist_total,ShiftPersist_total,Attn_Score,MASQ_GDA,MASQ_AA,MASQ_AD,MASQ_GDD,BPAQ_Physical,BPAQ_Verbal,BPAQ_Anger,BPAQ_Hostility,BCE_total,SRGS_total,SRDS_total,SRPSF_Int,SRPSF_Aff,SRPSF_Lif,SRPSF_Ans20,SRPSF_Ans2,SRPSF_Tot,subj,MAES_SexAb_SUM,MAES_PVA_SUM,MAES_NVEA_SUM,MAES_PPhysM_SUM,MAES_IPV_SUM,MAES_WSibA_SUM,MAES_PeerVA_SUM,MAES_PeerPhys_SUM,MAES_EN_SUM,MAES_PN_SUM,MAES_MULTI,MAES_SUM,MAES_SexAb_MULTI,MAES_PVA_MULTI,MAES_NVEA_MULTI,MAES_PPhysM_MULTI,MAES_IPV_MULTI,MAES_WSibA_MULTI,MAES_PeerVA_MULTI,MAES_PeerPhys_MULTI,MAES_EN_MULTI,MAES_PN_MULTI,intrafamilial_MAES,Q1_practice,Q2_practice,Q1_167_2,Q2_167_2,Q1_120_4,Q2_120_4,Q1_129_2,Q2_129_2,Q1_147_2,Q2_147_2,Q1_173_6,Q2_173_6,Q1_128_2,Q2_128_2,Q1_174_3,Q2_174_3,Q1_181_2,Q2_181_2,correct_task_answers,meets_task_score_threshold,correct_survey_answers,meets_survey_score_threshold,meets_survey_and_task_thresholds,EA_120_4,EA_128_2,EA_129_2,EA_147_2,EA_167_2,EA_173_6,EA_174_3,EA_181_2,NoSliderMove,MaxFwd,MaxRev,Total,AvgFwdRt,MaxFwdRtNormalized,AvgRevRt,MaxRevRtNormalized,CASES_1,CASES_2,CASES_3,CASES_4,CASES_5,CASES_6,CASES_7,CASES_8,CASES_9,CASES_10,CASES_11,CASES_12,CASES_13,CASES_14,CASES_15,CASES_16,CASES_17,CASES_18,CASES_19,CASES_20,CASES_21,CASES_22,CASES_23,CASES_24,CASES_25,CASES_26,CASES_27,CASES_28,CASES_29,CASES_30,RFQ8_1,RFQ8_2,RFQ8_3,RFQ8_4,RFQ8_5,RFQ8_6,RFQ8_7,RFQ8_8,CASES_cog,CASES_aff,CASES_som,CASES_pos,CASES_neg,CASES_cogpos,CASES_cogneg,CASES_affpos,CASES_affneg,CASES_sompos,CASES_somneg,CASES_total,RFQ8_c1,RFQ8_c2,RFQ8_c3,RFQ8_c4,RFQ8_c5,RFQ8_c6,RFQ8_u2,RFQ8_u4,RFQ8_u5,RFQ8_u6,RFQ8_u8,RFQ8_u7,RFQ8_c,RFQ8_u,avg_EA,avg_EA_pos,avg_EA_neg,MAES_Abuse,MAES_Neglect
001,4,0,0,0,4,4,0,4,2,1,1,1,0,4,3,4,3,0,3,1,4,2,1,1,6,4,1,3,3,1,1,0,1,0,0,1,0,0,2,0,0,0,0,0,3,4,2,1,4,4,1,4,2,2,4,1,3,4,2,2,1,5,1,1,1,5,1,1,5,2,2,1,2,4,2,1,1,1,1,1,5,1,1,2,1,5,1,1,1,1,2,2,1,1,1,2,2,4,1,2,1,5,1,1,2,4,2,4,1,1,1,4,1,1,5,1,4,1,5,2,2,1,3,3,1,3,7,1,6,1,3,7,4,5,5,6,5,5,2,4,6,4,3,1,1,1,1,2,2,1,3,4,1,1,1,1,1,1,1,1,1,1,30,0,0,0,5,5,NA,0,7,NA,2,1,1,1,0,1,NA,1,2,1,1,NA,1,1,17,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,2,2,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,4,5,3,4,2,1,1,1,1,1,4,1,2,2,1,3,4,2,4,1,1,1,4,1,1,3,1,4,1,NA,26,4,25,55,11,1,16,13,29,4,15,21,18,15,22,27,29,13,10,16,4,15,16,20,8,8,59,0,0,3,2,2,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,14,TRUE,4,TRUE,TRUE,0.756277246,0.85218717,-0.641603858,-0.165107648,0.888853038,0.740371183,0.640490384,0.936109204,0,9,8,17,8.141785714,0.949444444,21.99692857,2.646125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50094709,0.768312004,0.233582176,7,0
002,0,4,4,4,0,0,4,0,4,0,4,4,0,0,0,4,0,4,0,0,0,2,4,2,1,3,2,3,1,4,3,0,1,0,0,1,0,1,2,1,0,0,0,0,1,3,1,4,4,1,4,2,4,4,4,4,1,2,2,1,1,4,1,2,1,3,1,2,4,2,1,1,1,2,1,1,2,1,1,2,5,2,1,1,1,3,1,1,1,1,2,3,2,1,2,1,1,3,2,3,2,3,1,3,3,3,1,2,3,3,1,3,1,1,3,3,3,1,3,1,1,1,5,4,1,7,7,1,1,5,7,7,4,1,1,1,1,7,1,4,1,1,4,5,4,1,7,1,7,7,7,4,1,1,1,0,1,1,1,1,1,1,20,0,0,0,3,3,NA,0,4,NA,3,1,0,6,0,4,NA,1,1,1,8,NA,0,1,11,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,5,1,4,1,1,5,1,5,1,1,3,1,5,1,1,5,5,1,5,1,5,1,1,5,5,4,1,NA,4,20,8,32,25,1,12,6,18,4,13,21,45,20,32,14,19,33,9,-4,5,27,24,15,10,10,76,1,0,10,2,5,0,3,0,0,0,0,2,20,0,1,0,0,0,1,0,0,0,0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,14,TRUE,4,TRUE,TRUE,0.665898996,0.819604811,-0.224836966,-0.191990112,0.953080834,0.87318584,0.156275987,0.958696513,0,6,8,14,6.418428571,0.862916667,10.20171429,1.2115625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.501239488,0.663514334,0.338964642,12,0
003,4,3,4,4,1,3,4,1,2,4,4,4,0,2,3,2,4,4,0,3,1,4,4,2,2,2,3,1,4,3,1,0,1,1,0,1,1,1,2,1,1,1,1,1,4,4,4,1,3,2,4,1,2,4,3,4,4,2,2,1,2,5,2,2,5,5,1,1,4,4,1,2,3,5,2,1,3,1,2,1,5,2,4,3,1,2,5,2,1,2,3,3,2,1,1,1,5,3,3,1,1,5,2,1,1,3,4,5,4,3,1,5,4,2,5,3,1,3,5,1,3,1,1,4,1,6,7,1,5,1,1,4,5,1,1,1,0,5,1,7,1,1,1,3,3,7,7,1,1,6,1,4,1,1,1,0,1,1,1,1,1,1,19,1,0,0,5,5,NA,0,4,,2,2,0,4,0,4,,3,2,0,8,NA,1,2,12,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,3,1,3,3,1,1,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,3,1,1,1,4,1,1,4,1,1,1,3,1,1,4,1,1,1,5,5,4,1,1,1,4,1,NA,6,23,18,47,24,7,9,16,25,4,24,41,33,21,21,12,16,29,9,36,4,13,20,15,11,11,59,1,5,8,10,5,0,0,10,10,2,4,6,54,1,1,1,0,0,0,1,1,0,1,3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,15,TRUE,4,TRUE,TRUE,0.393258967,0.744854867,-0.035156608,-0.196136639,0.71905979,-0.719700673,0.345201516,0.362609257,0,6,7,13,5.573714286,0.696,5.792357143,0.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20174881,0.095342267,0.308155353,43,6
004,3,4,2,2,3,4,4,4,3,2,2,4,0,0,3,3,4,3,2,3,3,3,3,4,0,0,4,0,0,4,4,1,1,0,1,0,0,0,2,1,1,1,1,1,1,1,1,4,1,2,4,1,4,4,1,4,1,1,2,4,4,3,3,4,4,2,0,4,3,5,4,3,3,1,4,2,5,5,4,5,3,5,4,5,3,3,3,3,2,5,4,5,5,2,3,3,4,2,1,4,1,2,4,1,1,2,3,1,4,4,3,1,5,3,1,3,1,1,1,3,0,1,1,1,1,6,7,1,4,1,6,5,5,6,4,4,1,5,4,1,5,4,7,7,4,6,7,4,7,7,6,4,1,1,0,0,0,0,0,0,0,1,20,1,1,0,5,5,NA,0,4,,2,1,0,6,0,4,,1,3,0,1,NA,1,1,6,1,0,1,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,-1,-1,-1,-2,-1,-3,-3,-3,-3,-3,-3,-3,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,3,1,3,1,3,1,3,1,3,1,3,2,1,1,4,1,1,1,4,2,1,4,1,3,1,NA,17,21,22,60,38,9,4,4,8,4,32,48,77,47,22,24,27,46,3,-29,3,22,15,10,9,9,56,0,4,5,8,4,4,0,4,0,10,4,5,43,1,0,1,0,1,0,0,0,1,1,4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,14,TRUE,4,TRUE,TRUE,0.558377193,0.904663492,-0.104552223,-0.175577124,0.845862248,0.903819561,0.155865607,0.84075184,0,7,7,14,6.983214286,1.123,10.66507143,2.724857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.491151324,0.61470355,0.367599098,21,14
005,3,0,0,2,2,3,2,3,2,1,3,3,0,3,4,2,3,1,2,1,3,3,2,4,1,2,3,3,2,1,3,0,1,1,0,1,0,1,2,1,1,1,1,1,3,3,1,3,3,3,4,2,3,3,2,2,2,2,2,4,3,3,2,5,2,2,2,3,2,3,4,2,3,2,3,3,3,4,3,4,2,3,4,2,2,1,2,5,2,3,2,4,4,3,3,2,5,2,1,2,1,2,2,3,2,1,1,2,5,3,3,2,2,3,2,3,1,1,2,2,3,1,1,1,1,2,7,1,4,1,2,3,3,4,2,2,1,2,1,6,1,1,1,3,2,3,2,1,1,5,1,4,1,1,1,1,1,0,1,1,0,0,24,1,1,0,5,5,NA,0,7,,1,1,0,6,0,3,,4,3,0,1,NA,1,2,5,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,2,1,1,2,1,0,1,-1,2,1,-2,3,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,NA,17,12,24,53,24,6,9,9,18,4,27,39,68,46,14,14,13,18,7,16,1,9,8,7,8,8,32,0,0,5,3,2,0,0,6,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,14,TRUE,4,TRUE,TRUE,0.4639869,0.810559074,-0.067121656,-0.181265352,0.924826813,0.74118055,0.736985205,0.970267536,0,8,6,14,5.345642857,0.65325,4.124428571,0.576083333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.549927384,0.728105048,0.37174972,14,2
006,1,1,2,1,1,1,1,2,3,3,2,1,2,4,1,2,1,0,1,0,2,0,0,3,4,4,1,4,3,1,0,0,1,1,0,1,0,1,2,0,1,1,1,1,4,1,3,1,3,3,2,3,1,2,3,2,4,2,2,4,4,3,3,3,2,3,1,1,3,4,3,2,4,3,1,1,2,1,2,1,2,1,1,3,3,1,2,1,1,3,3,2,1,2,4,2,3,1,1,3,1,2,1,3,2,3,1,3,3,2,2,3,2,1,2,1,2,3,3,2,1,1,1,4,1,1,7,1,6,1,4,4,1,1,1,1,1,4,1,7,1,1,1,1,1,1,4,1,6,1,6,4,1,1,0,1,1,1,0,1,1,1,58,1,0,3,5,5,NA,0,6,,3,3,2,1,1,1,,2,1,1,1,NA,2,2,16,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,2,3,3,3,3,3,1,3,1,2,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,4,4,1,1,3,3,4,3,5,2,1,2,1,3,2,1,1,1,3,3,1,3,1,3,1,NA,13,4,9,26,6,5,11,12,23,4,27,27,54,28,20,8,16,16,8,33,0,16,20,16,15,15,67,1,0,8,3,8,0,0,0,0,10,2,3,31,0,1,0,1,0,0,0,0,1,0,3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,15,TRUE,4,TRUE,TRUE,0.536076894,0.872576128,0.545023279,-0.185259339,0.888863731,0.84598573,0.354177945,0.85343247,0,8,6,14,6.1875,0.929291667,5.423785714,1.003777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.588859605,0.64741826,0.53030095,11,12
007,3,0,1,3,4,2,0,3,4,1,1,1,1,3,2,3,2,1,3,0,3,1,1,2,4,3,2,3,3,2,2,0,1,0,1,0,0,1,2,0,1,1,1,1,4,4,3,1,4,4,2,4,1,2,4,1,3,4,2,2,1,4,1,3,1,4,1,1,4,1,2,1,2,3,1,1,1,1,1,2,4,1,1,2,2,3,1,1,1,2,2,2,1,1,2,1,2,4,1,1,1,3,1,2,1,3,1,3,2,1,1,4,1,2,3,1,3,1,4,1,1,1,1,4,1,4,7,2,6,1,1,4,2,1,1,1,1,3,1,7,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,1,0,1,1,1,1,31,1,0,2,5,5,NA,0,8,,2,3,1,1,0,1,,3,2,1,1,NA,1,1,16,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,2,3,0,3,0,0,0,2,-1,0,-1,0,0,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,23,6,18,47,13,6,16,15,31,4,15,17,32,21,21,9,15,8,7,9,0,7,9,10,7,7,33,1,0,5,4,2,0,0,2,0,4,2,1,19,0,0,0,0,0,0,0,0,1,0,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13,FALSE,4,TRUE,FALSE,0.480598008,0.960996706,-0.450094433,-0.216873691,0.872005164,-0.076455902,0.50011345,0.902984496,0,7,8,15,6.218857143,0.800142857,11.89057143,2.979375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.371659225,0.451810013,0.291508437,11,6
008,4,1,0,1,4,4,3,2,1,0,3,1,0,3,4,4,4,0,2,0,3,2,2,2,1,2,0,4,3,2,2,0,1,0,0,1,0,1,2,0,0,0,1,0,3,4,4,3,4,3,4,2,3,4,2,2,3,4,2,4,1,3,1,4,1,3,1,1,3,1,3,1,2,3,1,1,4,1,3,4,4,4,1,1,1,1,1,2,1,1,1,3,2,1,1,1,5,1,1,2,1,3,3,1,1,2,1,3,4,1,1,3,1,1,2,1,1,2,2,1,1,1,1,6,1,4,7,1,7,2,5,7,1,1,2,1,7,6,1,7,1,2,1,3,3,5,1,1,1,5,3,4,1,1,1,1,1,1,0,1,1,1,52,1,0,0,5,5,NA,0,7,,1,1,1,6,0,1,,3,2,0,1,NA,1,1,11,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,-1,1,0,0,0,-1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,2,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,NA,19,9,28,56,16,1,12,13,25,4,15,19,53,32,28,12,25,21,9,3,3,9,7,14,8,8,38,0,0,3,2,0,0,0,8,0,2,0,1,15,0,0,0,0,0,0,1,0,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13,FALSE,4,TRUE,FALSE,0.622041403,0.869574435,-0.68556376,-0.123265617,0.879518938,0.890378531,0.118015136,0.936466253,0,8,8,16,13.94221429,1.2295,17.14228571,1.982625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.438395665,0.641725331,0.235065999,13,2
